日期,收盘,开盘,高,低,交易量,涨跌幅
2004年1月2日,111.23,111.74,112.19,110.73,38.08M,-0.04%
2004年1月5日,112.44,111.78,112.52,111.59,27.97M,1.09%
2004年1月6日,112.55,112.16,112.73,112,20.51M,0.10%
2004年1月7日,112.93,112.35,113.06,111.89,30.18M,0.34%
2004年1月8日,113.38,113.25,113.41,112.77,37.05M,0.40%
2004年1月9日,112.39,112.83,113.5,112.27,54.09M,-0.87%
2004年1月12日,113.22,112.55,113.25,112.36,33.57M,0.74%
2004年1月13日,112.56,113.09,113.23,111.76,54.29M,-0.58%
2004年1月14日,113.5,112.76,113.66,112.67,30.15M,0.84%
2004年1月15日,113.78,113.57,114.06,112.58,38.43M,0.25%
2004年1月16日,114.23,114.04,114.31,113.63,31.93M,0.40%
2004年1月20日,114.2,114.53,114.65,113.82,29.88M,-0.03%
2004年1月21日,115.1,114.13,115.3,113.72,30.75M,0.79%
2004年1月22日,114.8,115.14,115.38,114.58,29.92M,-0.26%
2004年1月23日,114.43,115,115.37,113.95,49.97M,-0.32%
2004年1月26日,115.87,114.44,115.93,114.38,30.47M,1.26%
2004年1月27日,114.68,115.85,116.5,114.65,35.37M,-1.03%
2004年1月28日,113.37,114.98,115.28,112.94,52.89M,-1.14%
2004年1月29日,113.48,113.56,113.85,112.56,60.12M,0.10%
2004年1月30日,113.48,113.52,113.72,113.09,30.99M,0.00%
2004年2月2日,113.97,113.7,114.68,113.12,38.85M,0.43%
2004年2月3日,113.78,113.74,114.14,113.44,25.16M,-0.17%
2004年2月4日,112.85,113.19,113.73,112.79,39.63M,-0.82%
2004年2月5日,113.18,113.08,113.54,112.78,36.00M,0.29%
2004年2月6日,114.45,113.42,114.7,113.2,37.24M,1.12%
2004年2月9日,114.48,114.67,114.87,114.29,24.86M,0.03%
2004年2月10日,114.85,114.28,115.14,114.26,27.93M,0.32%
2004年2月11日,116.07,114.8,116.39,114.66,42.98M,1.06%
2004年2月12日,115.65,115.98,116.27,115.58,27.83M,-0.36%
2004年2月13日,115.13,115.82,116.2,114.75,44.74M,-0.45%
2004年2月17日,116.17,115.85,116.43,115.77,23.99M,0.90%
2004年2月18日,115.66,116.2,116.6,115.35,28.66M,-0.44%
2004年2月19日,115.23,116.33,116.39,115.06,51.18M,-0.37%
2004年2月20日,114.88,115.48,115.56,114.32,46.73M,-0.30%
2004年2月23日,114.59,115.22,115.26,114.17,36.37M,-0.25%
2004年2月24日,114.39,114.27,114.99,113.03,43.96M,-0.17%
2004年2月25日,114.87,114.46,115.06,114.32,31.23M,0.42%
2004年2月26日,114.94,114.61,115.29,114.34,29.69M,0.06%
2004年2月27日,115.02,115.19,115.74,114.63,39.28M,0.07%
2004年3月1日,116.16,115.43,116.34,115.25,33.20M,0.99%
2004年3月2日,115.48,115.94,116.97,115.23,38.61M,-0.59%
2004年3月3日,115.69,115.25,115.87,114.92,31.36M,0.18%
2004年3月4日,115.99,115.72,116.1,115.52,21.08M,0.26%
2004年3月5日,116.38,115.42,116.95,115.28,55.92M,0.34%
2004年3月8日,114.96,116.34,116.62,114.91,39.29M,-1.22%
2004年3月9日,114.5,115.1,115.21,114.24,39.75M,-0.40%
2004年3月10日,112.58,114.72,114.77,112.56,67.81M,-1.68%
2004年3月11日,111.12,112.4,113.27,111.1,89.45M,-1.30%
2004年3月12日,112.58,111.73,112.71,111.58,54.03M,1.31%
2004年3月15日,111.2,112.27,112.35,110.9,57.70M,-1.23%
2004年3月16日,111.79,111.78,112.06,110.84,60.11M,0.53%
2004年3月17日,113.04,112.18,113.26,112.1,41.89M,1.12%
2004年3月18日,113.07,112.71,113.27,111.93,60.03M,0.03%
2004年3月19日,111.06,112.41,112.57,111.04,48.65M,-1.78%
2004年3月22日,109.65,110.54,110.57,109.1,62.76M,-1.27%
2004年3月23日,109.46,110.25,110.4,109.36,54.12M,-0.17%
2004年3月24日,109.55,109.58,110.14,108.85,51.60M,0.08%
2004年3月25日,111,110.08,111.3,109.79,50.00M,1.32%
2004年3月26日,111.03,110.95,111.79,110.8,37.41M,0.03%
2004年3月29日,112.59,111.63,112.74,111.58,44.12M,1.41%
2004年3月30日,112.97,112.3,113.07,112.22,39.06M,0.34%
2004年3月31日,113.1,112.99,113.4,112.38,48.60M,0.12%
2004年4月1日,113.78,113.07,113.87,113.05,45.14M,0.60%
2004年4月2日,114.64,114.81,114.84,113.9,51.00M,0.76%
2004年4月5日,115.27,114.46,115.38,114.44,30.28M,0.55%
2004年4月6日,114.9,114.83,115.18,114.62,28.49M,-0.32%
2004年4月7日,114.63,114.98,114.98,114.11,45.90M,-0.23%
2004年4月8日,114.37,115.41,115.41,113.74,46.94M,-0.23%
2004年4月12日,114.82,114.58,115.08,114.57,23.10M,0.39%
2004年4月13日,113.21,115.26,115.3,113.02,56.24M,-1.40%
2004年4月14日,113.39,112.61,113.64,112.55,62.34M,0.16%
2004年4月15日,112.96,113.45,113.78,112.36,61.63M,-0.38%
2004年4月16日,113.83,113.36,114.05,112.98,47.06M,0.77%
2004年4月19日,113.83,113.57,113.99,113.27,28.28M,0.00%
2004年4月20日,111.92,114.08,114.32,111.78,53.36M,-1.68%
2004年4月21日,112.67,112.2,112.95,111.87,50.30M,0.67%
2004年4月22日,114.25,112.48,114.67,112.44,62.15M,1.40%
2004年4月23日,114.36,114.42,114.57,113.79,29.42M,0.10%
2004年4月26日,114.2,114.5,114.94,113.6,35.57M,-0.14%
2004年4月27日,114.3,114.23,115.12,113.96,43.49M,0.09%
2004年4月28日,112.82,113.89,114.01,112.5,50.18M,-1.29%
2004年4月29日,111.83,112.72,113.32,111.16,69.71M,-0.88%
2004年4月30日,110.96,112.12,112.38,110.9,48.69M,-0.78%
2004年5月3日,112.15,111.37,112.29,111.35,33.76M,1.07%
2004年5月4日,112.06,112.25,113.26,111.66,51.20M,-0.08%
2004年5月5日,112.78,112.41,112.96,112.16,34.43M,0.64%
2004年5月6日,111.81,112.02,112.59,111,55.01M,-0.86%
2004年5月7日,109.96,111.22,112.23,109.96,60.96M,-1.65%
2004年5月10日,108.83,109.44,109.75,108.36,75.36M,-1.03%
2004年5月11日,109.75,109.46,110.05,109.33,48.35M,0.85%
2004年5月12日,110.45,109.61,110.54,108.06,90.90M,0.64%
2004年5月13日,109.99,109.76,110.81,109.63,57.51M,-0.42%
2004年5月14日,110.04,109.98,110.74,109.27,54.13M,0.05%
2004年5月17日,109.1,108.89,109.5,108.41,55.08M,-0.85%
2004年5月18日,109.65,109.49,109.94,109.33,30.21M,0.50%
2004年5月19日,109.27,110.5,111.18,109.15,55.02M,-0.35%
2004年5月20日,109.62,109.45,109.87,109.04,38.13M,0.32%
2004年5月21日,109.81,109.97,110.55,109.47,47.49M,0.17%
2004年5月24日,110.27,110.53,110.76,109.68,40.98M,0.42%
2004年5月25日,111.85,109.9,111.98,109.6,51.72M,1.43%
2004年5月26日,112.24,111.66,112.29,111.51,35.98M,0.35%
2004年5月27日,112.87,112.54,113.03,112.06,45.32M,0.56%
2004年5月28日,112.86,112.73,112.88,112.36,23.37M,-0.01%
2004年6月1日,112.71,112.46,112.86,111.87,41.07M,-0.13%
2004年6月2日,113.13,113.03,113.48,112.46,39.78M,0.37%
2004年6月3日,112.09,112.81,113.19,112.07,38.73M,-0.92%
2004年6月4日,112.98,112.98,113.58,112.71,32.76M,0.79%
2004年6月7日,114.7,113.5,114.81,113.42,31.68M,1.52%
2004年6月8日,114.86,114.37,114.92,114.17,32.85M,0.14%
2004年6月9日,113.79,114.51,114.7,113.72,36.81M,-0.93%
2004年6月10日,114.35,114.04,114.35,113.93,21.72M,0.49%
2004年6月14日,113.22,113.82,113.85,112.87,34.64M,-0.99%
2004年6月15日,114.02,113.9,114.44,113.51,37.45M,0.71%
2004年6月16日,114,114,114.2,113.7,26.64M,-0.02%
2004年6月17日,113.83,113.79,114.07,113.33,28.48M,-0.15%
2004年6月18日,113.63,113.27,114.22,113.18,31.81M,-0.18%
2004年6月21日,113.2,113.75,114.14,113.13,24.74M,-0.38%
2004年6月22日,113.77,113.13,113.88,112.67,37.34M,0.50%
2004年6月23日,114.75,113.58,114.84,113.42,35.77M,0.86%
2004年6月24日,114.39,114.5,114.93,114.26,39.41M,-0.31%
2004年6月25日,113.84,114.41,114.94,113.68,32.87M,-0.48%
2004年6月28日,113.45,114.53,114.61,113.41,41.29M,-0.34%
2004年6月29日,113.92,113.5,114.17,113.42,28.43M,0.41%
2004年6月30日,114.53,114.07,114.79,113.65,52.61M,0.54%
2004年7月1日,112.94,114.25,114.4,112.58,57.78M,-1.39%
2004年7月2日,112.88,113.16,113.29,112.6,34.62M,-0.05%
2004年7月6日,111.89,112.37,112.45,111.63,38.71M,-0.88%
2004年7月7日,112.22,111.81,112.57,111.75,30.05M,0.29%
2004年7月8日,111.42,111.75,112.32,111.2,45.29M,-0.71%
2004年7月9日,111.73,111.67,111.94,111.38,27.41M,0.28%
2004年7月12日,111.78,111.52,112.04,111,35.69M,0.04%
2004年7月13日,111.86,111.92,112.02,111.6,26.82M,0.07%
2004年7月14日,111.52,111.26,112.39,111.12,54.24M,-0.30%
2004年7月15日,110.8,111.74,111.91,110.7,38.44M,-0.65%
2004年7月16日,110.71,111.57,111.67,110.44,40.87M,-0.08%
2004年7月19日,110.24,110.75,110.96,109.99,39.60M,-0.42%
2004年7月20日,111.64,110.53,111.9,110.25,47.30M,1.27%
2004年7月21日,109.58,111.82,112.06,109.45,56.27M,-1.85%
2004年7月22日,109.88,109.36,110.39,108.77,72.67M,0.27%
2004年7月23日,108.96,109.62,109.71,108.69,49.61M,-0.84%
2004年7月26日,108.75,109.21,109.43,108.21,49.69M,-0.19%
2004年7月27日,109.77,109.05,110.11,108.97,51.31M,0.94%
2004年7月28日,110.1,109.55,110.37,108.59,66.08M,0.30%
2004年7月29日,110.57,110.54,110.87,110,52.35M,0.43%
2004年7月30日,110.84,110.32,110.9,110.1,41.59M,0.24%
2004年8月2日,111.07,110.19,111.36,110.05,38.81M,0.21%
2004年8月3日,110.21,110.93,111.06,110.16,40.99M,-0.77%
2004年8月4日,110.2,109.89,110.75,109.64,40.84M,-0.01%
2004年8月5日,108.4,110.29,110.38,108.27,50.84M,-1.63%
2004年8月6日,106.85,107.63,107.97,106.62,74.75M,-1.43%
2004年8月9日,107,107.02,107.48,106.87,37.48M,0.14%
2004年8月10日,108.38,107.31,108.41,107.26,56.10M,1.29%
2004年8月11日,108.16,107.66,108.33,107.1,53.03M,-0.20%
2004年8月12日,106.98,107.62,107.95,106.63,50.04M,-1.09%
2004年8月13日,107.19,107.12,107.35,106.59,41.64M,0.20%
2004年8月16日,108.3,107.14,108.64,107.1,45.75M,1.04%
2004年8月17日,108.91,108.75,109.28,108.53,40.79M,0.56%
2004年8月18日,110.03,108.54,110.17,108.49,43.23M,1.03%
2004年8月19日,109.71,109.81,110.02,109.18,39.97M,-0.29%
2004年8月20日,110.48,109.61,110.63,109.51,44.90M,0.70%
2004年8月23日,110.2,110.55,110.77,110.05,33.85M,-0.25%
2004年8月24日,110.35,110.69,110.73,109.85,30.57M,0.14%
2004年8月25日,111.1,110.33,111.27,109.9,38.59M,0.68%
2004年8月26日,111.1,110.99,111.31,110.85,26.63M,0.00%
2004年8月27日,111.45,111.23,111.63,111.05,24.91M,0.32%
2004年8月30日,110.53,111.23,111.34,110.45,26.73M,-0.83%
2004年8月31日,111.11,110.66,111.16,110.1,44.21M,0.52%
2004年9月1日,111.32,110.94,111.64,110.48,52.80M,0.19%
2004年9月2日,112.58,111.24,112.7,111.24,42.84M,1.13%
2004年9月3日,112.12,112.27,112.82,112.01,30.49M,-0.41%
2004年9月7日,112.86,112.54,113.13,112.32,37.35M,0.66%
2004年9月8日,112.58,112.62,113.06,112.31,33.01M,-0.25%
2004年9月9日,112.48,112.57,112.88,112.03,34.34M,-0.09%
2004年9月10日,113.06,112.52,113.27,112.08,27.91M,0.52%
2004年9月13日,113.43,113.31,113.74,113.01,44.54M,0.33%
2004年9月14日,113.66,113.3,113.69,113.19,28.07M,0.20%
2004年9月15日,112.8,113.3,113.36,112.68,38.46M,-0.76%
2004年9月16日,113.14,112.94,113.37,112.8,23.92M,0.30%
2004年9月17日,113.15,112.91,113.36,112.69,33.69M,0.01%
2004年9月20日,112.47,112.67,112.99,112.28,37.19M,-0.60%
2004年9月21日,112.96,112.75,113.47,112.54,40.94M,0.44%
2004年9月22日,111.55,112.5,112.52,111.47,49.17M,-1.25%
2004年9月23日,110.95,111.6,111.7,110.95,44.10M,-0.54%
2004年9月24日,111.46,111.17,111.73,111.13,35.01M,0.46%
2004年9月27日,110.75,111.1,111.2,110.58,39.68M,-0.64%
2004年9月28日,111.28,110.91,111.51,110.41,41.70M,0.48%
2004年9月29日,111.84,111.21,111.85,111,33.87M,0.50%
2004年9月30日,111.76,111.55,111.98,111.26,43.59M,-0.07%
2004年10月1日,113.65,112.26,113.65,112.21,62.84M,1.69%
2004年10月4日,113.84,114.09,114.44,113.8,33.59M,0.17%
2004年10月5日,113.9,113.85,114.16,113.54,37.16M,0.05%
2004年10月6日,114.62,113.77,114.68,113.68,42.30M,0.63%
2004年10月7日,113.45,114.38,114.4,113.36,39.41M,-1.02%
2004年10月8日,112.51,113.15,113.7,112.35,51.88M,-0.83%
2004年10月11日,112.97,112.78,113.02,112.64,20.25M,0.41%
2004年10月12日,112.53,112.2,112.83,111.94,41.86M,-0.39%
2004年10月13日,111.54,113,113.07,111.32,54.44M,-0.88%
2004年10月14日,110.64,111.75,111.93,110.58,64.55M,-0.81%
2004年10月15日,111.26,111.04,111.74,110.57,63.48M,0.56%
2004年10月18日,111.68,110.89,111.9,110.7,43.77M,0.38%
2004年10月19日,110.74,112.02,112.23,110.59,56.06M,-0.84%
2004年10月20日,110.52,110.38,110.82,109.75,57.18M,-0.20%
2004年10月21日,111.24,110.79,111.32,110.21,53.28M,0.65%
2004年10月22日,109.99,111.19,111.25,109.86,48.76M,-1.12%
2004年10月25日,109.86,109.75,110.12,109.35,44.06M,-0.12%
2004年10月26日,111.54,110.1,111.6,109.88,54.49M,1.53%
2004年10月27日,112.88,111.38,113.1,111.12,73.93M,1.20%
2004年10月28日,113.22,112.78,113.56,112.49,54.43M,0.30%
2004年10月29日,113.2,113.18,113.64,112.9,48.82M,-0.02%
2004年11月1日,113.51,113.56,113.84,113.2,36.78M,0.27%
2004年11月2日,113.55,113.67,114.57,113.22,56.27M,0.04%
2004年11月3日,114.98,115.03,115.36,114.24,77.03M,1.26%
2004年11月4日,116.55,114.78,116.67,114.68,55.47M,1.37%
2004年11月5日,117.28,117.05,117.64,116.49,63.31M,0.63%
2004年11月8日,117.11,116.98,117.23,116.72,34.17M,-0.14%
2004年11月9日,116.88,117.08,117.5,116.76,44.72M,-0.20%
2004年11月10日,116.97,117.06,117.55,116.76,45.27M,0.08%
2004年11月11日,117.86,117.18,118.12,117.1,38.41M,0.76%
2004年11月12日,118.79,117.97,119,117.68,55.64M,0.79%
2004年11月15日,118.73,118.5,118.77,118.23,35.30M,-0.05%
2004年11月16日,117.88,118.36,118.41,117.73,40.14M,-0.72%
2004年11月17日,118.58,118.37,119.14,118.07,54.94M,0.59%
2004年11月18日,118.74,118.49,118.8,118.23,31.91M,0.13%
2004年11月19日,117.42,118.7,118.72,117.14,54.28M,-1.11%
2004年11月22日,117.98,117.17,118.12,117.03,37.57M,0.48%
2004年11月23日,118.16,117.93,118.26,117.37,41.97M,0.15%
2004年11月24日,118.44,118.27,118.59,118.05,29.74M,0.24%
2004年11月26日,118.35,118.51,118.98,118.3,15.49M,-0.08%
2004年11月29日,117.81,118.79,119.01,117.48,61.76M,-0.46%
2004年11月30日,117.89,118,118.24,117.64,54.48M,0.07%
2004年12月1日,119.23,118.16,119.5,118.1,49.92M,1.14%
2004年12月2日,119.33,119.1,119.87,119.01,60.19M,0.08%
2004年12月3日,119.25,119.27,120.14,119.09,49.08M,-0.07%
2004年12月6日,119.21,119.21,119.64,118.84,33.05M,-0.03%
2004年12月7日,118.1,119.49,119.62,118.04,52.11M,-0.93%
2004年12月8日,118.79,118.21,118.82,118.01,43.90M,0.58%
2004年12月9日,119.21,118.14,119.46,117.73,60.96M,0.35%
2004年12月10日,119.33,118.88,119.56,118.85,47.85M,0.10%
2004年12月13日,120.37,119.76,120.4,119.35,38.72M,0.87%
2004年12月14日,120.79,120.18,120.96,120.18,41.74M,0.35%
2004年12月15日,120.88,120.7,121.11,120.31,46.76M,0.07%
2004年12月16日,120.81,120.72,121.24,120.04,51.65M,-0.06%
2004年12月17日,119.44,119.46,119.97,119.16,71.18M,-1.13%
2004年12月20日,119.47,119.75,120.29,119.17,47.20M,0.03%
2004年12月21日,120.39,119.6,120.48,119.46,33.20M,0.77%
2004年12月22日,120.68,120.38,121.08,120.05,31.51M,0.24%
2004年12月23日,120.77,120.87,121.28,120.09,25.65M,0.07%
2004年12月27日,120.52,121.2,121.36,120.39,29.98M,-0.21%
2004年12月28日,121.18,120.64,121.33,120.6,23.43M,0.55%
2004年12月29日,121.36,121.08,121.4,120.95,23.77M,0.15%
2004年12月30日,121.13,121.4,121.57,121.04,21.08M,-0.19%
2004年12月31日,120.87,121.3,121.66,120.8,28.66M,-0.21%
2005年1月3日,120.3,121.56,121.76,119.9,56.00M,-0.47%
2005年1月4日,118.83,120.46,120.54,118.44,69.27M,-1.22%
2005年1月5日,118.01,118.74,119.25,118,65.88M,-0.69%
2005年1月6日,118.61,118.44,119.15,118.26,48.29M,0.51%
2005年1月7日,118.44,118.97,119.23,118.13,55.86M,-0.14%
2005年1月10日,119,118.34,119.46,118.34,56.80M,0.47%
2005年1月11日,118.18,118.64,118.74,117.99,63.36M,-0.69%
2005年1月12日,118.57,118.4,118.84,117.52,74.31M,0.33%
2005年1月13日,117.62,118.64,118.73,117.5,55.79M,-0.80%
2005年1月14日,118.24,117.97,118.53,117.76,42.03M,0.53%
2005年1月18日,119.47,118.05,119.62,117.95,57.45M,1.04%
2005年1月19日,118.22,119.43,119.52,118.21,54.92M,-1.05%
2005年1月20日,117.5,117.89,118.2,117.29,72.10M,-0.61%
2005年1月21日,116.78,117.79,118,116.65,63.28M,-0.61%
2005年1月24日,116.55,117.09,117.34,116.37,58.56M,-0.20%
2005年1月25日,116.88,116.91,117.47,116.72,68.34M,0.28%
2005年1月26日,117.23,117.32,117.6,117.04,57.45M,0.30%
2005年1月27日,117.43,117.19,117.75,116.98,56.66M,0.17%
2005年1月28日,117.43,117.49,117.55,116.61,60.82M,0.00%
2005年1月31日,118.16,117.97,118.25,117.71,54.14M,0.62%
2005年2月1日,118.91,118.25,119.08,118.1,52.02M,0.63%
2005年2月2日,119.27,119.06,119.59,118.9,52.61M,0.30%
2005年2月3日,119.11,119.06,119.16,118.57,49.15M,-0.13%
2005年2月4日,120.23,119,120.43,118.98,50.02M,0.94%
2005年2月7日,120.07,120.25,120.52,119.96,46.22M,-0.13%
2005年2月8日,120.21,120.17,120.65,120.07,39.46M,0.12%
2005年2月9日,119.31,120.42,120.49,119.25,55.39M,-0.75%
2005年2月10日,119.74,119.66,120.02,119.26,46.02M,0.36%
2005年2月11日,120.77,119.7,121.04,119.46,53.28M,0.86%
2005年2月14日,120.68,120.69,120.86,120.48,32.55M,-0.07%
2005年2月15日,121.13,120.8,121.43,120.68,44.44M,0.37%
2005年2月16日,121.21,120.93,121.46,120.67,51.80M,0.07%
2005年2月17日,120.23,121.23,121.33,120.22,58.15M,-0.81%
2005年2月18日,120.39,120.17,120.48,119.9,49.54M,0.13%
2005年2月22日,118.6,119.9,120.47,118.58,80.86M,-1.49%
2005年2月23日,119.45,118.93,119.57,118.62,68.31M,0.72%
2005年2月24日,120.24,119.24,120.32,118.98,69.31M,0.66%
2005年2月25日,121.43,120.27,121.67,120.18,61.17M,0.99%
2005年2月28日,120.63,121.15,121.3,120.04,69.43M,-0.66%
2005年3月1日,121.23,120.78,121.52,120.78,47.57M,0.50%
2005年3月2日,121.17,120.76,121.93,120.65,64.23M,-0.05%
2005年3月3日,121.22,121.66,121.9,120.7,62.10M,0.04%
2005年3月4日,122.73,122.05,122.83,121.79,56.18M,1.25%
2005年3月7日,122.79,122.66,123.25,122.4,43.81M,0.05%
2005年3月8日,122.33,122.67,123,122.11,44.67M,-0.37%
2005年3月9日,120.97,121.97,122.29,120.96,73.61M,-1.11%
2005年3月10日,121.24,121.2,121.5,120.4,65.30M,0.22%
2005年3月11日,120.39,121.31,121.72,120.16,58.13M,-0.70%
2005年3月14日,121.14,120.61,121.16,120.28,36.34M,0.62%
2005年3月15日,120.14,121.42,121.46,120.08,62.49M,-0.83%
2005年3月16日,119.12,119.7,119.88,118.9,76.73M,-0.85%
2005年3月17日,119.36,119.31,119.74,118.98,62.74M,0.20%
2005年3月18日,118.54,119.11,119.53,118.15,61.89M,-0.69%
2005年3月21日,118.1,118.71,118.78,117.76,61.43M,-0.37%
2005年3月22日,116.9,118.37,118.93,116.9,93.33M,-1.02%
2005年3月23日,117,116.94,117.72,116.75,71.95M,0.09%
2005年3月24日,117.14,117.46,117.99,117.06,52.02M,0.12%
2005年3月28日,117.31,117.42,117.94,117.31,46.94M,0.15%
2005年3月29日,116.53,117.14,117.9,116.25,73.05M,-0.66%
2005年3月30日,118.18,116.78,118.2,116.77,62.90M,1.42%
2005年3月31日,117.96,118.19,118.46,117.87,65.05M,-0.19%
2005年4月1日,117.43,118.63,118.99,116.91,97.40M,-0.45%
2005年4月4日,117.63,117.36,117.86,116.74,71.61M,0.17%
2005年4月5日,118.19,117.78,118.38,117.67,50.08M,0.48%
2005年4月6日,118.6,118.45,118.95,118.18,53.31M,0.35%
2005年4月7日,119.24,118.41,119.26,118.32,47.23M,0.54%
2005年4月8日,118,119.17,119.21,118,64.30M,-1.04%
2005年4月11日,118.09,118.29,118.42,117.83,45.86M,0.08%
2005年4月12日,118.7,117.89,119.06,117.07,86.57M,0.52%
2005年4月13日,117.3,118.56,118.8,117.13,66.06M,-1.18%
2005年4月14日,115.77,117.44,117.5,115.77,99.64M,-1.30%
2005年4月15日,114.15,115.74,116.2,114.1,134.07M,-1.40%
2005年4月18日,114.5,114.12,114.96,113.96,100.32M,0.31%
2005年4月19日,115.41,115.1,115.71,114.83,68.40M,0.79%
2005年4月20日,113.8,115.4,115.63,113.55,114.84M,-1.40%
2005年4月21日,116.01,114.79,116.21,114.38,87.47M,1.94%
2005年4月22日,115.57,115.74,116.5,114.27,89.84M,-0.38%
2005年4月25日,116.33,115.86,116.5,115.72,52.37M,0.66%
2005年4月26日,115.2,115.96,116.77,115.15,75.36M,-0.97%
2005年4月27日,115.65,114.86,116.07,114.44,85.19M,0.39%
2005年4月28日,114.2,115.27,115.68,114.2,74.27M,-1.25%
2005年4月29日,115.75,115.07,115.87,113.97,104.29M,1.36%
2005年5月2日,116.4,116.07,116.41,115.52,56.06M,0.56%
2005年5月3日,116.6,116.07,116.85,115.69,86.91M,0.17%
2005年5月4日,117.5,116.65,117.75,116.28,82.49M,0.77%
2005年5月5日,117.46,117.67,118,116.74,97.32M,-0.03%
2005年5月6日,117.09,117.93,117.99,117.06,69.60M,-0.32%
2005年5月9日,117.82,117.21,118.08,117.05,43.98M,0.62%
2005年5月10日,116.6,117.36,117.5,116.39,75.03M,-1.04%
2005年5月11日,117.24,116.93,117.4,115.85,92.04M,0.55%
2005年5月12日,115.95,117.32,117.59,115.41,95.57M,-1.10%
2005年5月13日,115.72,116.3,116.62,114.8,85.44M,-0.20%
2005年5月16日,116.8,115.7,116.84,115.66,49.35M,0.93%
2005年5月17日,117.58,116.43,117.7,116.16,61.42M,0.67%
2005年5月18日,118.79,118.07,119.08,118.01,78.05M,1.03%
2005年5月19日,119.29,119.02,119.41,118.7,62.85M,0.42%
2005年5月20日,119.12,119.34,119.39,118.74,46.42M,-0.14%
2005年5月23日,119.78,119.21,120.04,119.19,51.29M,0.55%
2005年5月24日,119.5,119.44,119.83,119.2,51.00M,-0.23%
2005年5月25日,119.41,119.35,119.87,118.83,48.48M,-0.08%
2005年5月26日,120.05,119.79,120.21,119.62,43.56M,0.54%
2005年5月27日,120.25,120.06,120.25,119.8,24.64M,0.17%
2005年5月31日,119.48,120.08,120.17,119.4,44.93M,-0.64%
2005年6月1日,120.5,119.52,120.92,119.45,69.88M,0.85%
2005年6月2日,120.76,120.23,120.84,120.1,40.49M,0.22%
2005年6月3日,120.15,120.55,120.89,119.73,61.05M,-0.51%
2005年6月6日,120.04,120.02,120.2,119.55,36.33M,-0.09%
2005年6月7日,120.13,120.39,121.25,120.01,66.69M,0.07%
2005年6月8日,119.91,120.43,120.59,119.67,50.02M,-0.18%
2005年6月9日,120.48,119.74,120.58,119.44,57.17M,0.48%
2005年6月10日,120.2,120.56,120.65,119.6,36.50M,-0.23%
2005年6月13日,120.58,119.94,121.08,119.81,49.50M,0.32%
2005年6月14日,120.86,120.45,121.2,120.38,34.00M,0.23%
2005年6月15日,121.09,121.16,121.24,120.23,53.89M,0.19%
2005年6月16日,121.4,121.09,121.64,120.92,46.66M,0.26%
2005年6月17日,121.36,121.54,121.9,120.49,53.76M,-0.03%
2005年6月20日,121.4,121.08,121.84,120.94,42.24M,0.03%
2005年6月21日,121.47,121.5,121.65,121.03,40.06M,0.06%
2005年6月22日,121.57,121.68,121.94,121.07,46.68M,0.08%
2005年6月23日,119.86,121.32,121.6,119.83,62.82M,-1.41%
2005年6月24日,118.98,119.88,120.01,118.84,59.19M,-0.73%
2005年6月27日,119.15,118.97,119.41,118.75,51.16M,0.14%
2005年6月28日,120.15,119.4,120.24,119.37,42.62M,0.84%
2005年6月29日,119.83,120.37,120.4,119.76,43.06M,-0.27%
2005年6月30日,119.18,120.22,120.32,118.95,62.30M,-0.54%
2005年7月1日,119.53,119.45,119.8,119.21,49.79M,0.29%
2005年7月5日,120.49,119.25,120.65,119.19,51.55M,0.80%
2005年7月6日,119.48,120.39,120.65,119.41,54.07M,-0.84%
2005年7月7日,119.95,118.29,119.95,118.26,103.27M,0.39%
2005年7月8日,121.32,119.97,121.32,119.72,64.55M,1.14%
2005年7月11日,121.94,121.33,122.1,121.31,49.77M,0.51%
2005年7月12日,122.26,121.89,122.63,121.64,52.17M,0.26%
2005年7月13日,122.43,122.27,122.52,121.99,41.30M,0.14%
2005年7月14日,122.91,122.98,123.44,122.49,64.78M,0.39%
2005年7月15日,122.84,122.79,123.04,122.36,56.14M,-0.06%
2005年7月18日,122.35,122.5,122.63,122.05,56.86M,-0.40%
2005年7月19日,123.02,122.71,123.11,122.41,59.51M,0.55%
2005年7月20日,123.44,122.59,123.73,122.3,69.61M,0.34%
2005年7月21日,122.72,123.55,123.61,122.47,100.79M,-0.58%
2005年7月22日,123.54,122.88,123.56,122.63,55.93M,0.67%
2005年7月25日,123.19,123.41,123.95,122.85,57.60M,-0.28%
2005年7月26日,123.34,123.23,123.53,122.37,42.85M,0.12%
2005年7月27日,123.79,123.5,123.89,123.05,45.26M,0.36%
2005年7月28日,124.57,123.99,124.64,123.64,48.45M,0.63%
2005年7月29日,123.74,124.41,124.63,123.5,62.45M,-0.67%
2005年8月1日,123.65,123.83,124.04,123.45,42.94M,-0.07%
2005年8月2日,124.39,123.87,124.6,123.74,46.24M,0.60%
2005年8月3日,124.72,124.25,124.74,124.12,37.20M,0.27%
2005年8月4日,123.72,124.23,124.31,123.57,51.04M,-0.80%
2005年8月5日,122.88,123.45,123.98,122.67,53.71M,-0.68%
2005年8月8日,122.65,123.17,123.41,122.38,48.24M,-0.19%
2005年8月9日,123.39,123.06,123.59,122.87,47.52M,0.60%
2005年8月10日,123.33,123.82,124.5,122.82,73.12M,-0.05%
2005年8月11日,123.82,123.27,124.03,123.01,58.89M,0.40%
2005年8月12日,123.06,123.57,123.69,122.75,54.81M,-0.61%
